Namespace(K=2, batch_size=1, c_range=26, checkpoint_dir='checkpoint_patch/chair_C50_P400', compute_cd=False, continue_train=False, csize=26, data_content='content_chair', data_dir='./data/03001627/', decay_step=1, dump_deform=False, dump_deform_path='./dump_deform/chair_C50_P400_D600/model0', epoch=251, g_dim=32, gpu='0', gw_dim=32, input_size=32, loc_size=32, log_dir='logs/patch/C50_P400_200/', lr=0.0001, lr_decay=0.99, max_sample_num=400, max_wd_num=32, mode='train', model_name='chair_model0', output_size=128, patch_size=18, sample_dir='samples_patch/chair_C50_P400', sample_step=32, small_dataset=False, train_complete=False, train_deform=False, train_joint=False, train_patch=True, trans_limit=0.0001, w_dis=1, w_ident=8.0, w_mask=1, w_posi=1, w_r=1, w_s=0, wd_size=8, z_dim=128)
Epoch: [0/251] time: 652, loss_rand: 3.56391, loss_itent:  0.27078
Namespace(K=2, batch_size=1, c_range=26, checkpoint_dir='checkpoint_patch/chair_C50_P400', compute_cd=False, continue_train=True, csize=26, data_content='content_chair', data_dir='./data/03001627/', decay_step=1, dump_deform=False, dump_deform_path='./dump_deform/chair_C50_P400_D600/model0', epoch=251, g_dim=32, gpu='0', gw_dim=32, input_size=32, loc_size=32, log_dir='logs/patch/C50_P400_200/', lr=0.0001, lr_decay=0.99, max_sample_num=400, max_wd_num=32, mode='test', model_name='chair_model0', output_size=128, patch_size=18, sample_dir='samples_patch/chair_C50_P400', sample_step=32, small_dataset=False, train_complete=False, train_deform=False, train_joint=False, train_patch=True, trans_limit=0.0001, w_dis=1, w_ident=8.0, w_mask=1, w_posi=1, w_r=1, w_s=0, wd_size=8, z_dim=128)
Namespace(K=2, batch_size=1, c_range=26, checkpoint_dir='checkpoint_patch/chair_C50_P400', compute_cd=False, continue_train=True, csize=26, data_content='content_chair', data_dir='./data/03001627/', decay_step=1, dump_deform=False, dump_deform_path='./dump_deform/chair_C50_P400_D600/model0', epoch=251, g_dim=32, gpu='0', gw_dim=32, input_size=32, loc_size=32, log_dir='logs/patch/C50_P400_200/', lr=0.0001, lr_decay=0.99, max_sample_num=400, max_wd_num=32, mode='train', model_name='chair_model0', output_size=128, patch_size=18, sample_dir='samples_patch/chair_C50_P400', sample_step=32, small_dataset=False, train_complete=False, train_deform=False, train_joint=False, train_patch=True, trans_limit=0.0001, w_dis=1, w_ident=8.0, w_mask=1, w_posi=1, w_r=1, w_s=0, wd_size=8, z_dim=128)
Epoch: [137/251] time: 582, loss_rand: 1.03162, loss_itent:  0.01639
Epoch: [138/251] time: 1079, loss_rand: 0.88183, loss_itent:  0.04987
Epoch: [139/251] time: 1577, loss_rand: 0.67460, loss_itent:  0.02709
Epoch: [140/251] time: 2083, loss_rand: 0.77846, loss_itent:  0.02493
Epoch: [141/251] time: 2588, loss_rand: 1.00407, loss_itent:  0.01714
Epoch: [142/251] time: 3089, loss_rand: 1.11333, loss_itent:  0.05677
Epoch: [143/251] time: 3601, loss_rand: 0.62451, loss_itent:  0.01939
Epoch: [144/251] time: 4107, loss_rand: 0.79518, loss_itent:  0.01483
Epoch: [145/251] time: 4616, loss_rand: 0.64044, loss_itent:  0.01116
Epoch: [146/251] time: 5128, loss_rand: 0.82906, loss_itent:  0.00882
Epoch: [147/251] time: 5637, loss_rand: 0.71030, loss_itent:  0.02634
Epoch: [148/251] time: 6138, loss_rand: 0.66483, loss_itent:  0.01303
Epoch: [149/251] time: 6638, loss_rand: 0.54164, loss_itent:  0.04475
Epoch: [150/251] time: 7135, loss_rand: 0.54400, loss_itent:  0.01504
Epoch: [151/251] time: 7641, loss_rand: 0.88764, loss_itent:  0.01560
Epoch: [152/251] time: 8146, loss_rand: 0.52653, loss_itent:  0.02785
Epoch: [153/251] time: 8656, loss_rand: 0.78690, loss_itent:  0.02976
Epoch: [154/251] time: 9157, loss_rand: 0.63569, loss_itent:  0.01194
Epoch: [155/251] time: 9665, loss_rand: 0.74105, loss_itent:  0.00853
Epoch: [156/251] time: 10170, loss_rand: 0.63465, loss_itent:  0.01725
Epoch: [157/251] time: 10675, loss_rand: 0.78147, loss_itent:  0.01799
Epoch: [158/251] time: 11182, loss_rand: 0.71145, loss_itent:  0.00652
Epoch: [159/251] time: 11689, loss_rand: 1.12338, loss_itent:  0.02192
Epoch: [160/251] time: 12196, loss_rand: 1.01265, loss_itent:  0.02434
Epoch: [161/251] time: 12706, loss_rand: 0.61681, loss_itent:  0.00970
Epoch: [162/251] time: 13209, loss_rand: 0.60369, loss_itent:  0.02921
Epoch: [163/251] time: 13720, loss_rand: 0.93940, loss_itent:  0.03759
Epoch: [164/251] time: 14228, loss_rand: 0.87436, loss_itent:  0.01598
Epoch: [165/251] time: 14743, loss_rand: 0.58205, loss_itent:  0.00413
Epoch: [166/251] time: 15249, loss_rand: 0.82878, loss_itent:  0.00597
Namespace(K=2, batch_size=1, c_range=26, checkpoint_dir='checkpoint_patch/chair_C50_P400', compute_cd=False, continue_train=True, csize=26, data_content='content_chair', data_dir='./data/03001627/', decay_step=1, dump_deform=False, dump_deform_path='./dump_deform/chair_C50_P400_D600/model0', epoch=251, g_dim=32, gpu='0', gw_dim=32, input_size=32, loc_size=32, log_dir='logs/patch/C50_P400_200/', lr=0.0001, lr_decay=0.99, max_sample_num=400, max_wd_num=32, mode='test', model_name='chair_model0', output_size=128, patch_size=18, sample_dir='samples_patch/chair_C50_P400', sample_step=32, small_dataset=False, train_complete=False, train_deform=False, train_joint=False, train_patch=True, trans_limit=0.0001, w_dis=1, w_ident=8.0, w_mask=1, w_posi=1, w_r=1, w_s=0, wd_size=8, z_dim=128)
