Namespace(K=2, batch_size=1, c_range=26, checkpoint_dir='checkpoint_patch/chair_C50_P400_400', compute_cd=False, continue_train=False, csize=26, data_content='content_chair', data_dir='./data/03001627/', decay_step=1, dump_deform=False, dump_deform_path='./dump_deform/chair_C50_P400_400_D600/model0', epoch=251, g_dim=32, gpu='0', gw_dim=32, input_size=32, loc_size=32, log_dir='logs/patch/C50_P400_400/', lr=0.0001, lr_decay=0.99, max_sample_num=400, max_wd_num=32, mode='train', model_name='chair_model0', output_size=128, patch_size=18, sample_dir='samples_patch/chair_C50_P400_400', sample_step=32, small_dataset=False, train_complete=False, train_deform=False, train_joint=False, train_patch=True, trans_limit=0.0001, w_dis=1, w_ident=8.0, w_mask=1, w_posi=1, w_r=1, w_s=0, wd_size=8, z_dim=128)
Epoch: [0/251] time: 1212, loss_rand: 2.90195, loss_itent:  0.04576
Epoch: [64/251] time: 66479, loss_rand: 0.71735, loss_itent:  0.00857
Epoch: [65/251] time: 67494, loss_rand: 0.47502, loss_itent:  0.01710
Epoch: [66/251] time: 68501, loss_rand: 1.34811, loss_itent:  0.02597
Epoch: [67/251] time: 69506, loss_rand: 0.57970, loss_itent:  0.02172
Epoch: [68/251] time: 70532, loss_rand: 1.14890, loss_itent:  0.01754
Epoch: [69/251] time: 71551, loss_rand: 0.64221, loss_itent:  0.01198
Epoch: [70/251] time: 72574, loss_rand: 0.64007, loss_itent:  0.00621
Epoch: [71/251] time: 73599, loss_rand: 0.61173, loss_itent:  0.01061
Epoch: [72/251] time: 74630, loss_rand: 0.60213, loss_itent:  0.01743
Epoch: [73/251] time: 75662, loss_rand: 1.21719, loss_itent:  0.02016
Epoch: [74/251] time: 76688, loss_rand: 0.80014, loss_itent:  0.02788
Epoch: [75/251] time: 77709, loss_rand: 1.46719, loss_itent:  0.01938
Epoch: [76/251] time: 78717, loss_rand: 0.74588, loss_itent:  0.02446
Epoch: [77/251] time: 79739, loss_rand: 0.84933, loss_itent:  0.02035
Epoch: [78/251] time: 80746, loss_rand: 0.85630, loss_itent:  0.02691
Epoch: [79/251] time: 81767, loss_rand: 0.57574, loss_itent:  0.02275
Epoch: [80/251] time: 82777, loss_rand: 0.69777, loss_itent:  0.01221
Epoch: [81/251] time: 83793, loss_rand: 1.08927, loss_itent:  0.01540
Epoch: [82/251] time: 84817, loss_rand: 1.06740, loss_itent:  0.01927
Namespace(K=2, batch_size=1, c_range=26, checkpoint_dir='checkpoint_patch/chair_C50_P400_400', compute_cd=False, continue_train=True, csize=26, data_content='content_chair', data_dir='./data/03001627/', decay_step=1, dump_deform=False, dump_deform_path='./dump_deform/chair_C50_P400_400_D600/model0', epoch=251, g_dim=32, gpu='0', gw_dim=32, input_size=32, loc_size=32, log_dir='logs/patch/C50_P400_400/', lr=0.0001, lr_decay=0.99, max_sample_num=400, max_wd_num=32, mode='train', model_name='chair_model0', output_size=128, patch_size=18, sample_dir='samples_patch/chair_C50_P400_400', sample_step=32, small_dataset=False, train_complete=False, train_deform=False, train_joint=False, train_patch=True, trans_limit=0.0001, w_dis=1, w_ident=8.0, w_mask=1, w_posi=1, w_r=1, w_s=0, wd_size=8, z_dim=128)
Epoch: [83/251] time: 1132, loss_rand: 0.71937, loss_itent:  0.02614
Epoch: [84/251] time: 2131, loss_rand: 0.61524, loss_itent:  0.03971
Epoch: [85/251] time: 3141, loss_rand: 0.66340, loss_itent:  0.00796
Epoch: [86/251] time: 4143, loss_rand: 0.49969, loss_itent:  0.01062
Epoch: [87/251] time: 5156, loss_rand: 1.60236, loss_itent:  0.03575
Epoch: [88/251] time: 6165, loss_rand: 0.78168, loss_itent:  0.01730
Epoch: [89/251] time: 7169, loss_rand: 0.68468, loss_itent:  0.01459
Epoch: [90/251] time: 8173, loss_rand: 0.65035, loss_itent:  0.01495
Epoch: [91/251] time: 9181, loss_rand: 0.70468, loss_itent:  0.01606
Epoch: [92/251] time: 10184, loss_rand: 0.65683, loss_itent:  0.01403
Epoch: [93/251] time: 11184, loss_rand: 0.61497, loss_itent:  0.01770
Epoch: [94/251] time: 12191, loss_rand: 0.63840, loss_itent:  0.01059
Epoch: [95/251] time: 13192, loss_rand: 0.69464, loss_itent:  0.02019
Epoch: [96/251] time: 14196, loss_rand: 0.76096, loss_itent:  0.01335
Epoch: [97/251] time: 15205, loss_rand: 0.72222, loss_itent:  0.00739
Epoch: [98/251] time: 16216, loss_rand: 0.70354, loss_itent:  0.01289
Epoch: [99/251] time: 17222, loss_rand: 0.51983, loss_itent:  0.01140
Epoch: [100/251] time: 18232, loss_rand: 0.74435, loss_itent:  0.00961
Epoch: [101/251] time: 19240, loss_rand: 0.75285, loss_itent:  0.00892
Epoch: [102/251] time: 20252, loss_rand: 0.72706, loss_itent:  0.01377
Epoch: [103/251] time: 21261, loss_rand: 0.85479, loss_itent:  0.02639
Epoch: [104/251] time: 22261, loss_rand: 0.42826, loss_itent:  0.01302
Epoch: [105/251] time: 23268, loss_rand: 0.69875, loss_itent:  0.02526
Epoch: [106/251] time: 24287, loss_rand: 0.71569, loss_itent:  0.00728
Epoch: [107/251] time: 25300, loss_rand: 0.67809, loss_itent:  0.03606
Epoch: [108/251] time: 26309, loss_rand: 1.04866, loss_itent:  0.01520
Epoch: [109/251] time: 27316, loss_rand: 0.74964, loss_itent:  0.01679
Epoch: [110/251] time: 28333, loss_rand: 0.63975, loss_itent:  0.00898
Epoch: [111/251] time: 29370, loss_rand: 0.77634, loss_itent:  0.02524
Epoch: [112/251] time: 30385, loss_rand: 0.39573, loss_itent:  0.00905
Epoch: [113/251] time: 31404, loss_rand: 0.60781, loss_itent:  0.01764
Epoch: [114/251] time: 32404, loss_rand: 0.55297, loss_itent:  0.00559
Epoch: [115/251] time: 33419, loss_rand: 0.55690, loss_itent:  0.01695
Epoch: [116/251] time: 34431, loss_rand: 0.90383, loss_itent:  0.02927
Epoch: [117/251] time: 35437, loss_rand: 0.70664, loss_itent:  0.00960
Epoch: [118/251] time: 36454, loss_rand: 0.56027, loss_itent:  0.00778
Epoch: [119/251] time: 37457, loss_rand: 0.59250, loss_itent:  0.00635
Epoch: [120/251] time: 38458, loss_rand: 0.85099, loss_itent:  0.02227
Epoch: [121/251] time: 39474, loss_rand: 1.31063, loss_itent:  0.01466
Epoch: [122/251] time: 40482, loss_rand: 0.79227, loss_itent:  0.02648
Epoch: [123/251] time: 41484, loss_rand: 0.71953, loss_itent:  0.02444
Epoch: [124/251] time: 42485, loss_rand: 0.78639, loss_itent:  0.02129
Epoch: [125/251] time: 43489, loss_rand: 0.40424, loss_itent:  0.00522
Epoch: [126/251] time: 44498, loss_rand: 0.60709, loss_itent:  0.00847
Epoch: [127/251] time: 45511, loss_rand: 0.56378, loss_itent:  0.01052
Epoch: [128/251] time: 46525, loss_rand: 0.66187, loss_itent:  0.01294
Epoch: [129/251] time: 47540, loss_rand: 0.85347, loss_itent:  0.01598
Epoch: [130/251] time: 48547, loss_rand: 0.91956, loss_itent:  0.01272
Epoch: [131/251] time: 49551, loss_rand: 0.63357, loss_itent:  0.01444
Epoch: [132/251] time: 50559, loss_rand: 1.04600, loss_itent:  0.02104
Epoch: [133/251] time: 51558, loss_rand: 0.87963, loss_itent:  0.01381
Epoch: [134/251] time: 52568, loss_rand: 0.70627, loss_itent:  0.01060
Epoch: [135/251] time: 53573, loss_rand: 1.24506, loss_itent:  0.02342
Epoch: [136/251] time: 54584, loss_rand: 0.47571, loss_itent:  0.00528
Epoch: [137/251] time: 55588, loss_rand: 0.55189, loss_itent:  0.00889
Epoch: [138/251] time: 56589, loss_rand: 0.53590, loss_itent:  0.01220
Epoch: [139/251] time: 57594, loss_rand: 1.07546, loss_itent:  0.02310
Epoch: [140/251] time: 58597, loss_rand: 0.86674, loss_itent:  0.01479
Epoch: [141/251] time: 59604, loss_rand: 0.53416, loss_itent:  0.00478
Epoch: [142/251] time: 60613, loss_rand: 0.69124, loss_itent:  0.00699
Epoch: [143/251] time: 61617, loss_rand: 0.61922, loss_itent:  0.00902
Epoch: [144/251] time: 62620, loss_rand: 0.60160, loss_itent:  0.01445
Epoch: [145/251] time: 63647, loss_rand: 0.80744, loss_itent:  0.01084
Epoch: [146/251] time: 64656, loss_rand: 0.42804, loss_itent:  0.00903
Epoch: [147/251] time: 65662, loss_rand: 0.59605, loss_itent:  0.01121
Epoch: [148/251] time: 66660, loss_rand: 0.50238, loss_itent:  0.00797
Epoch: [149/251] time: 67669, loss_rand: 1.20228, loss_itent:  0.01847
Epoch: [150/251] time: 68668, loss_rand: 0.52489, loss_itent:  0.01340
Epoch: [151/251] time: 69680, loss_rand: 0.65275, loss_itent:  0.00807
Epoch: [152/251] time: 70687, loss_rand: 0.76190, loss_itent:  0.01015
Epoch: [153/251] time: 71694, loss_rand: 0.53145, loss_itent:  0.01468
Epoch: [154/251] time: 72697, loss_rand: 0.83299, loss_itent:  0.01114
Epoch: [155/251] time: 73704, loss_rand: 0.71300, loss_itent:  0.01663
Epoch: [156/251] time: 74715, loss_rand: 0.55462, loss_itent:  0.00910
Epoch: [157/251] time: 75727, loss_rand: 0.50345, loss_itent:  0.00810
Epoch: [158/251] time: 76738, loss_rand: 0.58460, loss_itent:  0.01618
Epoch: [159/251] time: 77749, loss_rand: 0.56388, loss_itent:  0.00806
Epoch: [160/251] time: 78757, loss_rand: 0.54271, loss_itent:  0.00944
Epoch: [161/251] time: 79769, loss_rand: 0.78784, loss_itent:  0.00968
Epoch: [162/251] time: 80774, loss_rand: 0.85102, loss_itent:  0.02053
Epoch: [163/251] time: 81786, loss_rand: 0.67343, loss_itent:  0.01276
Epoch: [164/251] time: 82803, loss_rand: 0.56208, loss_itent:  0.01039
Epoch: [165/251] time: 83808, loss_rand: 0.53716, loss_itent:  0.00656
Epoch: [166/251] time: 84820, loss_rand: 0.86114, loss_itent:  0.01105
Epoch: [167/251] time: 85829, loss_rand: 0.48482, loss_itent:  0.00709
Namespace(K=2, batch_size=1, c_range=26, checkpoint_dir='checkpoint_patch/chair_C50_P400_400', compute_cd=False, continue_train=True, csize=26, data_content='content_chair', data_dir='./data/03001627/', decay_step=1, dump_deform=True, dump_deform_path='./dump_deform/chair_C50_P400_400_D600/model0', epoch=251, g_dim=32, gpu='0', gw_dim=32, input_size=32, loc_size=32, log_dir='logs/patch/C50_P400_400/', lr=0.0001, lr_decay=0.99, max_sample_num=400, max_wd_num=32, mode='train', model_name='chair_model0', output_size=128, patch_size=18, sample_dir='samples_patch/chair_C50_P400_400', sample_step=32, small_dataset=False, train_complete=False, train_deform=False, train_joint=False, train_patch=True, trans_limit=0.0001, w_dis=1, w_ident=8.0, w_mask=1, w_posi=1, w_r=1, w_s=0, wd_size=8, z_dim=128)
Namespace(K=2, batch_size=1, c_range=26, checkpoint_dir='checkpoint_patch/chair_C50_P400_400', compute_cd=False, continue_train=True, csize=26, data_content='content_chair', data_dir='./data/03001627/', decay_step=1, dump_deform=True, dump_deform_path='./dump_deform/chair_C50_P400_400_D600/model0', epoch=251, g_dim=32, gpu='0', gw_dim=32, input_size=32, loc_size=32, log_dir='logs/patch/C50_P400_400/', lr=0.0001, lr_decay=0.99, max_sample_num=400, max_wd_num=32, mode='train', model_name='chair_model0', output_size=128, patch_size=18, sample_dir='samples_patch/chair_C50_P400_400', sample_step=32, small_dataset=False, train_complete=False, train_deform=False, train_joint=False, train_patch=True, trans_limit=0.0001, w_dis=1, w_ident=8.0, w_mask=1, w_posi=1, w_r=1, w_s=0, wd_size=8, z_dim=128)
