Namespace(K=2, batch_size=1, c_range=26, checkpoint_dir='checkpoint_patch/chair_C200_P400_200', compute_cd=False, continue_train=False, csize=26, data_content='content_chair', data_dir='./data/03001627/', decay_step=1, dump_deform=False, dump_deform_path='./dump_deform/chair_C200_P400_200_D600/model0', epoch=251, g_dim=32, gpu='0', gw_dim=32, input_size=32, loc_size=32, log_dir='logs/patch/C200_P400_200/', lr=0.0001, lr_decay=0.99, max_sample_num=400, max_wd_num=32, mode='train', model_name='chair_model0', output_size=128, patch_size=18, sample_dir='samples_patch/chair_C200_P400_200', sample_step=32, small_dataset=False, train_complete=False, train_deform=False, train_joint=False, train_patch=True, trans_limit=0.0001, w_dis=1, w_ident=8.0, w_mask=1, w_posi=1, w_r=1, w_s=0, wd_size=8, z_dim=128)
Namespace(K=2, batch_size=1, c_range=26, checkpoint_dir='checkpoint_patch/chair_C200_P400_200', compute_cd=False, continue_train=False, csize=26, data_content='content_chair', data_dir='./data/03001627/', decay_step=1, dump_deform=False, dump_deform_path='./dump_deform/chair_C200_P400_200_D600/model0', epoch=251, g_dim=32, gpu='0', gw_dim=32, input_size=32, loc_size=32, log_dir='logs/patch/C200_P400_200/', lr=0.0001, lr_decay=0.99, max_sample_num=400, max_wd_num=32, mode='train', model_name='chair_model0', output_size=128, patch_size=18, sample_dir='samples_patch/chair_C200_P400_200', sample_step=32, small_dataset=False, train_complete=False, train_deform=False, train_joint=False, train_patch=True, trans_limit=0.0001, w_dis=1, w_ident=8.0, w_mask=1, w_posi=1, w_r=1, w_s=0, wd_size=8, z_dim=128)
Epoch: [0/251] time: 626, loss_rand: 5.51038, loss_itent:  0.02856
Epoch: [21/251] time: 11238, loss_rand: 2.14699, loss_itent:  0.05172
Epoch: [22/251] time: 11744, loss_rand: 2.42027, loss_itent:  0.02756
Epoch: [23/251] time: 12254, loss_rand: 1.20562, loss_itent:  0.02170
Epoch: [24/251] time: 12757, loss_rand: 0.84911, loss_itent:  0.05859
Epoch: [25/251] time: 13260, loss_rand: 0.50640, loss_itent:  0.01698
Epoch: [26/251] time: 13763, loss_rand: 0.77027, loss_itent:  0.04995
Epoch: [27/251] time: 14267, loss_rand: 1.21268, loss_itent:  0.07235
Epoch: [28/251] time: 14775, loss_rand: 0.79933, loss_itent:  0.04244
Epoch: [29/251] time: 15280, loss_rand: 0.62584, loss_itent:  0.00988
Epoch: [30/251] time: 15785, loss_rand: 0.86796, loss_itent:  0.03793
Epoch: [31/251] time: 16294, loss_rand: 0.80937, loss_itent:  0.03052
Epoch: [32/251] time: 16800, loss_rand: 0.84268, loss_itent:  0.03225
Epoch: [33/251] time: 17302, loss_rand: 0.90154, loss_itent:  0.02611
Epoch: [34/251] time: 17800, loss_rand: 0.57734, loss_itent:  0.01346
Epoch: [35/251] time: 18308, loss_rand: 0.52442, loss_itent:  0.01844
Epoch: [36/251] time: 18815, loss_rand: 0.99827, loss_itent:  0.07064
Epoch: [37/251] time: 19318, loss_rand: 0.94074, loss_itent:  0.03063
Epoch: [38/251] time: 19819, loss_rand: 0.78684, loss_itent:  0.02591
Epoch: [39/251] time: 20316, loss_rand: 1.04591, loss_itent:  0.02440
Epoch: [40/251] time: 20822, loss_rand: 1.12500, loss_itent:  0.03408
Epoch: [41/251] time: 21327, loss_rand: 1.45749, loss_itent:  0.06040
Epoch: [42/251] time: 21833, loss_rand: 0.76307, loss_itent:  0.02027
Epoch: [43/251] time: 22330, loss_rand: 2.12593, loss_itent:  0.05714
Epoch: [44/251] time: 22833, loss_rand: 0.64779, loss_itent:  0.01776
Epoch: [45/251] time: 23330, loss_rand: 1.42492, loss_itent:  0.04406
Epoch: [46/251] time: 23842, loss_rand: 1.16234, loss_itent:  0.02352
Epoch: [47/251] time: 24346, loss_rand: 0.55545, loss_itent:  0.01415
Epoch: [48/251] time: 24853, loss_rand: 1.21933, loss_itent:  0.01871
Epoch: [49/251] time: 25360, loss_rand: 0.85027, loss_itent:  0.10020
Epoch: [50/251] time: 25859, loss_rand: 0.72701, loss_itent:  0.01848
Epoch: [51/251] time: 26364, loss_rand: 1.14928, loss_itent:  0.03343
Epoch: [52/251] time: 26866, loss_rand: 0.55647, loss_itent:  0.02335
Epoch: [53/251] time: 27373, loss_rand: 1.01944, loss_itent:  0.02654
Epoch: [54/251] time: 27873, loss_rand: 1.21702, loss_itent:  0.01320
Epoch: [55/251] time: 28377, loss_rand: 0.91014, loss_itent:  0.02931
Epoch: [56/251] time: 28885, loss_rand: 0.52608, loss_itent:  0.03085
Epoch: [57/251] time: 29391, loss_rand: 0.96979, loss_itent:  0.01279
Epoch: [58/251] time: 29891, loss_rand: 1.15614, loss_itent:  0.04734
Epoch: [59/251] time: 30395, loss_rand: 0.87449, loss_itent:  0.03026
Epoch: [60/251] time: 30903, loss_rand: 0.52665, loss_itent:  0.01795
Epoch: [61/251] time: 31415, loss_rand: 0.65412, loss_itent:  0.05232
Epoch: [62/251] time: 31914, loss_rand: 0.87122, loss_itent:  0.03377
Epoch: [63/251] time: 32422, loss_rand: 0.94239, loss_itent:  0.07434
Epoch: [64/251] time: 32924, loss_rand: 0.70782, loss_itent:  0.01690
Epoch: [65/251] time: 33423, loss_rand: 1.14784, loss_itent:  0.02779
Epoch: [66/251] time: 33932, loss_rand: 0.50700, loss_itent:  0.01302
Epoch: [67/251] time: 34438, loss_rand: 0.92736, loss_itent:  0.02572
Epoch: [68/251] time: 34947, loss_rand: 0.60886, loss_itent:  0.00916
Epoch: [69/251] time: 35451, loss_rand: 0.55004, loss_itent:  0.02630
Epoch: [70/251] time: 35951, loss_rand: 1.39144, loss_itent:  0.02029
Epoch: [71/251] time: 36464, loss_rand: 1.21968, loss_itent:  0.01206
Epoch: [72/251] time: 36972, loss_rand: 0.51844, loss_itent:  0.01263
Epoch: [73/251] time: 37483, loss_rand: 0.71274, loss_itent:  0.02475
Epoch: [74/251] time: 37981, loss_rand: 0.74872, loss_itent:  0.00882
Epoch: [75/251] time: 38478, loss_rand: 1.04167, loss_itent:  0.01478
Epoch: [76/251] time: 38989, loss_rand: 0.85990, loss_itent:  0.05847
Epoch: [77/251] time: 39495, loss_rand: 0.91332, loss_itent:  0.01124
Epoch: [78/251] time: 40009, loss_rand: 0.86163, loss_itent:  0.02122
Epoch: [79/251] time: 40512, loss_rand: 0.42719, loss_itent:  0.01128
Epoch: [80/251] time: 41017, loss_rand: 0.65732, loss_itent:  0.02261
Epoch: [81/251] time: 41524, loss_rand: 1.06851, loss_itent:  0.03189
Epoch: [82/251] time: 42029, loss_rand: 0.77834, loss_itent:  0.01787
Epoch: [83/251] time: 42532, loss_rand: 0.85483, loss_itent:  0.01039
Epoch: [84/251] time: 43036, loss_rand: 0.77286, loss_itent:  0.01133
Epoch: [85/251] time: 43537, loss_rand: 0.94313, loss_itent:  0.01830
Epoch: [86/251] time: 44047, loss_rand: 0.49463, loss_itent:  0.02623
Epoch: [87/251] time: 44551, loss_rand: 0.69918, loss_itent:  0.02026
Epoch: [88/251] time: 45053, loss_rand: 1.07105, loss_itent:  0.01728
Epoch: [89/251] time: 45564, loss_rand: 0.78687, loss_itent:  0.01607
Epoch: [90/251] time: 46070, loss_rand: 0.65176, loss_itent:  0.01199
Epoch: [91/251] time: 46573, loss_rand: 0.83352, loss_itent:  0.01427
Epoch: [92/251] time: 47072, loss_rand: 1.05904, loss_itent:  0.01594
Epoch: [93/251] time: 47575, loss_rand: 0.49959, loss_itent:  0.01401
Epoch: [94/251] time: 48078, loss_rand: 0.48470, loss_itent:  0.01673
Epoch: [95/251] time: 48577, loss_rand: 0.64355, loss_itent:  0.02294
Epoch: [96/251] time: 49092, loss_rand: 0.50106, loss_itent:  0.01124
Epoch: [97/251] time: 49595, loss_rand: 0.43606, loss_itent:  0.01249
Epoch: [98/251] time: 50092, loss_rand: 0.60055, loss_itent:  0.01356
Epoch: [99/251] time: 50590, loss_rand: 0.64418, loss_itent:  0.01015
Epoch: [100/251] time: 51091, loss_rand: 0.72296, loss_itent:  0.02735
Epoch: [101/251] time: 51600, loss_rand: 0.53133, loss_itent:  0.03511
Epoch: [102/251] time: 52099, loss_rand: 0.47089, loss_itent:  0.00797
Epoch: [103/251] time: 52607, loss_rand: 0.61085, loss_itent:  0.01275
Epoch: [104/251] time: 53109, loss_rand: 0.73617, loss_itent:  0.00831
Epoch: [105/251] time: 53614, loss_rand: 0.78208, loss_itent:  0.00672
Epoch: [106/251] time: 54121, loss_rand: 0.92879, loss_itent:  0.01929
Epoch: [107/251] time: 54622, loss_rand: 0.85211, loss_itent:  0.01418
Epoch: [108/251] time: 55126, loss_rand: 0.88417, loss_itent:  0.03413
Epoch: [109/251] time: 55635, loss_rand: 0.74862, loss_itent:  0.01536
Epoch: [110/251] time: 56140, loss_rand: 0.54635, loss_itent:  0.02139
Epoch: [111/251] time: 56654, loss_rand: 0.90176, loss_itent:  0.03254
Epoch: [112/251] time: 57168, loss_rand: 0.69724, loss_itent:  0.01729
Epoch: [113/251] time: 57672, loss_rand: 0.48275, loss_itent:  0.01051
Epoch: [114/251] time: 58176, loss_rand: 0.59260, loss_itent:  0.00909
Epoch: [115/251] time: 58679, loss_rand: 0.83229, loss_itent:  0.02003
Epoch: [116/251] time: 59186, loss_rand: 0.79834, loss_itent:  0.01385
Epoch: [117/251] time: 59689, loss_rand: 0.80611, loss_itent:  0.01966
Epoch: [118/251] time: 60197, loss_rand: 0.85033, loss_itent:  0.01427
Epoch: [119/251] time: 60695, loss_rand: 0.84584, loss_itent:  0.01095
Epoch: [120/251] time: 61198, loss_rand: 0.44336, loss_itent:  0.00491
Epoch: [121/251] time: 61705, loss_rand: 0.61743, loss_itent:  0.02637
Epoch: [122/251] time: 62209, loss_rand: 0.63466, loss_itent:  0.01423
Epoch: [123/251] time: 62705, loss_rand: 0.69128, loss_itent:  0.01711
Epoch: [124/251] time: 63207, loss_rand: 0.56442, loss_itent:  0.02791
Epoch: [125/251] time: 63711, loss_rand: 0.56773, loss_itent:  0.01844
Epoch: [126/251] time: 64222, loss_rand: 0.55009, loss_itent:  0.01220
Epoch: [127/251] time: 64728, loss_rand: 0.54175, loss_itent:  0.00592
Epoch: [128/251] time: 65228, loss_rand: 0.64641, loss_itent:  0.01390
Epoch: [129/251] time: 65728, loss_rand: 1.06637, loss_itent:  0.01857
Epoch: [130/251] time: 66235, loss_rand: 0.38621, loss_itent:  0.02320
Epoch: [131/251] time: 66744, loss_rand: 0.73004, loss_itent:  0.02055
Epoch: [132/251] time: 67246, loss_rand: 0.51167, loss_itent:  0.00849
Epoch: [133/251] time: 67750, loss_rand: 0.86775, loss_itent:  0.01950
Epoch: [134/251] time: 68258, loss_rand: 0.54169, loss_itent:  0.01748
Epoch: [135/251] time: 68763, loss_rand: 0.76960, loss_itent:  0.00984
Epoch: [136/251] time: 69274, loss_rand: 0.55421, loss_itent:  0.01225
Epoch: [137/251] time: 69785, loss_rand: 0.55429, loss_itent:  0.04302
Epoch: [138/251] time: 70289, loss_rand: 0.47740, loss_itent:  0.01071
Epoch: [139/251] time: 70790, loss_rand: 0.79563, loss_itent:  0.01612
Epoch: [140/251] time: 71293, loss_rand: 0.59382, loss_itent:  0.01084
Epoch: [141/251] time: 71800, loss_rand: 0.66867, loss_itent:  0.00789
Epoch: [142/251] time: 72300, loss_rand: 0.67769, loss_itent:  0.01107
Epoch: [143/251] time: 72800, loss_rand: 0.50361, loss_itent:  0.00581
Epoch: [144/251] time: 73304, loss_rand: 0.56463, loss_itent:  0.01184
Epoch: [145/251] time: 73810, loss_rand: 0.51447, loss_itent:  0.01588
Epoch: [146/251] time: 74321, loss_rand: 1.08446, loss_itent:  0.01551
Epoch: [147/251] time: 74830, loss_rand: 0.49194, loss_itent:  0.01366
Epoch: [148/251] time: 75342, loss_rand: 0.61250, loss_itent:  0.01252
Epoch: [149/251] time: 75850, loss_rand: 0.72916, loss_itent:  0.01757
Epoch: [150/251] time: 76352, loss_rand: 0.50352, loss_itent:  0.02215
Epoch: [151/251] time: 76863, loss_rand: 0.52376, loss_itent:  0.00908
Epoch: [152/251] time: 77370, loss_rand: 0.51127, loss_itent:  0.00573
Epoch: [153/251] time: 77878, loss_rand: 0.69109, loss_itent:  0.02714
Epoch: [154/251] time: 78379, loss_rand: 0.52183, loss_itent:  0.03178
Epoch: [155/251] time: 78883, loss_rand: 0.65506, loss_itent:  0.01373
Epoch: [156/251] time: 79391, loss_rand: 0.40091, loss_itent:  0.00717
Epoch: [157/251] time: 79892, loss_rand: 0.61062, loss_itent:  0.01584
Epoch: [158/251] time: 80400, loss_rand: 0.70056, loss_itent:  0.04148
Epoch: [159/251] time: 80905, loss_rand: 0.70238, loss_itent:  0.01657
Epoch: [160/251] time: 81410, loss_rand: 0.55471, loss_itent:  0.01335
Epoch: [161/251] time: 81916, loss_rand: 0.55308, loss_itent:  0.01489
Epoch: [162/251] time: 82428, loss_rand: 0.60040, loss_itent:  0.01049
Epoch: [163/251] time: 82935, loss_rand: 0.72027, loss_itent:  0.00633
Epoch: [164/251] time: 83438, loss_rand: 0.60101, loss_itent:  0.02650
Epoch: [165/251] time: 83942, loss_rand: 0.97049, loss_itent:  0.00921
Epoch: [166/251] time: 84448, loss_rand: 0.60103, loss_itent:  0.01098
Epoch: [167/251] time: 84951, loss_rand: 0.95712, loss_itent:  0.01305
Epoch: [168/251] time: 85453, loss_rand: 0.90015, loss_itent:  0.01551
Epoch: [169/251] time: 85956, loss_rand: 0.55191, loss_itent:  0.01237
Namespace(K=2, batch_size=1, c_range=26, checkpoint_dir='checkpoint_patch/chair_C200_P400_200', compute_cd=False, continue_train=True, csize=26, data_content='content_chair', data_dir='./data/03001627/', decay_step=1, dump_deform=True, dump_deform_path='./dump_deform/chair_C200_P400_200_D600/model0', epoch=251, g_dim=32, gpu='0', gw_dim=32, input_size=32, loc_size=32, log_dir='logs/patch/C200_P400_200/', lr=0.0001, lr_decay=0.99, max_sample_num=400, max_wd_num=32, mode='train', model_name='chair_model0', output_size=128, patch_size=18, sample_dir='samples_patch/chair_C200_P400_200', sample_step=32, small_dataset=False, train_complete=False, train_deform=False, train_joint=False, train_patch=True, trans_limit=0.0001, w_dis=1, w_ident=8.0, w_mask=1, w_posi=1, w_r=1, w_s=0, wd_size=8, z_dim=128)
